transaction_id,timestamp,sender_upi_id,receiver_upi_id,sender_account_id,receiver_account_id,amount,transaction_type,device_id,ip_address,location,sender_bank,receiver_bank,hour_of_day,day_of_week,is_new_device,is_new_receiver,transaction_status,label_is_fraud,fraud_type,sender_prior_txn_count,sender_avg_amount_prior,sender_std_amount_prior,amount_zscore_vs_sender,amount_ratio_vs_sender_avg,seconds_since_last_txn,sender_txn_count_last_1h,sender_txn_count_last_24h,device_seen_count_prior,is_new_device_derived,location_seen_count_prior,is_new_location_derived,receiver_seen_count_prior,is_new_receiver_derived,sender_typical_hour_prior,hour_deviation_from_typical,triggered_rules,triggered_rule_count,any_rule_triggered
4f08555c-5577-4dea-a245-4a01819eb04e,2026-05-30 04:25:58,user909420@okhdfcbank,biz307915@okaxis,ACC100909,RCV181903,9.84,P2P,dev_az0lb6yaac,152.227.49.66,Guwahati,IDFC First Bank,Indian Bank,4,5,False,True,PENDING,True,micro_transaction_probing,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,"NEW_DEVICE_AND_LOCATION,ODD_HOUR",2,True
8f23b894-d41a-46eb-a80a-9389e0fc4a74,2026-05-30 04:30:41,user412702@okicici,shop639865@okicici,ACC100412,RCV693112,180.38,P2M,dev_gybxkpm21b,21.146.58.73,Kochi,Canara Bank,Kotak Mahindra Bank,4,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,"NEW_DEVICE_AND_LOCATION,ODD_HOUR",2,True
cf426491-5f81-4f3e-ad66-aa0859c7e758,2026-05-30 04:30:58,user909420@okhdfcbank,biz307915@okaxis,ACC100909,RCV181903,13.72,P2M,dev_az0lb6yaac,207.125.148.32,Guwahati,IDFC First Bank,IDFC First Bank,4,5,False,True,SUCCESS,True,micro_transaction_probing,1,9.84,,,1.3943089430894309,300.0,1.0,1.0,1,False,1,False,1,False,4.0,0.0,ODD_HOUR,1,True
ed2ff08d-7298-4f7a-a57e-302cc3905462,2026-05-30 04:37:58,user909420@okhdfcbank,biz307915@okaxis,ACC100909,RCV181903,12116.51,P2M,dev_az0lb6yaac,11.110.255.241,Guwahati,IDFC First Bank,Kotak Mahindra Bank,4,5,False,True,SUCCESS,True,micro_transaction_probing,2,11.78,2.743574311003804,4412.029210016617,1028.5662139219014,420.0,2.0,2.0,2,False,2,False,2,False,4.0,0.0,"HIGH_AMOUNT_DEVIATION,ODD_HOUR",2,True
c2c521c8-b6d0-4998-acf9-680bdba539d2,2026-05-30 04:53:02,user90639@okicici,merchant481658@okaxis,ACC100906,RCV450588,242.03,P2P,dev_dycpn0p1xs,57.223.37.166,Hyderabad,Bank of Baroda,Axis Bank,4,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,"NEW_DEVICE_AND_LOCATION,ODD_HOUR",2,True
916ffa5c-6b7f-4ae1-9c14-cbfb36f30c56,2026-05-30 05:15:16,user1085622@okicici,merchant736356@ybl,ACC101085,RCV152283,811.49,P2P,dev_fijmcjb00e,37.156.35.3,Chandigarh,Yes Bank,Bank of Baroda,5,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
d7b24eef-3e9c-4da0-85d4-1d88018dd3d3,2026-05-30 05:51:32,user670834@oksbi,store782501@okhdfcbank,ACC100670,RCV215684,1514.22,COLLECT,dev_kl3er9om3p,211.101.148.235,Mumbai,Punjab National Bank,IDFC First Bank,5,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
d3b95719-38c0-4b22-bd13-89346024f65d,2026-05-30 07:03:44,user459487@ybl,merchant311983@okaxis,ACC100459,RCV988180,157.37,P2P,dev_mc3skxlojs,166.179.204.48,Pune,Bank of Baroda,ICICI Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
c43e5b27-1eee-4d75-bb5c-4c3e9c32ba81,2026-05-30 07:04:45,user780609@okaxis,biz13712@okhdfcbank,ACC100780,RCV571002,823.38,P2M,dev_muiw7j35vl,222.26.217.148,Bengaluru,ICICI Bank,Indian Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
79214017-a311-47b8-bc58-9c9b0c1dbb24,2026-05-30 07:05:29,user267258@paytm,person610887@paytm,ACC100267,RCV504592,199.61,COLLECT,dev_36zx1tv18k,164.38.128.137,Patna,Axis Bank,Indian Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
be8d6479-1f10-43ab-ab80-ee2d5dfcf5dc,2026-05-30 07:05:31,user11061@okicici,biz170674@okicici,ACC101106,RCV138626,1660.53,P2P,dev_hp39lqt9ng,32.147.159.23,Kolkata,Bank of Baroda,HDFC Bank,7,5,False,False,PENDING,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
9d50bc42-50a3-459e-8003-e27e4e5ad18d,2026-05-30 07:10:16,user901508@okicici,shop112352@paytm,ACC100901,RCV351374,533.05,P2P,dev_bn6ek6x6lg,41.234.137.15,Mumbai,Axis Bank,Yes Bank,7,5,False,True,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
84016c37-f5c7-4cef-b932-d983ae23c9ad,2026-05-30 07:11:18,user147965@oksbi,person711828@ybl,ACC100147,RCV530324,335.58,P2M,dev_2lofn1r4kz,129.224.171.80,Indore,Union Bank of India,Canara Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
da528d18-fde4-4db3-81e0-b706f0025c2f,2026-05-30 07:16:22,user44738@okicici,merchant678842@paytm,ACC100044,RCV390239,199.16,P2M,dev_tirzqakoix,32.24.42.215,Kochi,Bank of Baroda,IDFC First Bank,7,5,False,True,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
f7136699-7b27-4fb4-b27e-40657d2584b8,2026-05-30 07:17:47,user1145969@ybl,shop497498@okicici,ACC101145,RCV535485,689.49,P2P,dev_eby8en00bg,146.210.89.206,Ahmedabad,IDFC First Bank,Indian Bank,7,5,False,False,FAILED,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
d9574916-87da-4606-b133-905dd0d069a7,2026-05-30 07:19:21,user244603@ybl,merchant84254@oksbi,ACC100244,RCV538413,277.46,P2P,dev_cb8qsspye9,178.216.68.53,Hyderabad,Kotak Mahindra Bank,Union Bank of India,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
14213d8c-67e9-46ca-aede-f8bd0f160c28,2026-05-30 07:25:07,user1080622@okhdfcbank,biz397136@ybl,ACC101080,RCV120179,1028.04,COLLECT,dev_vwhholi540,155.80.229.25,Ahmedabad,Axis Bank,Punjab National Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
bca8a6a2-e048-4b47-aef5-c5ab3d67e9ca,2026-05-30 07:26:19,user111940@paytm,store281258@oksbi,ACC101119,RCV249011,1738.93,P2M,dev_lsogwibjb6,114.221.175.244,Guwahati,Union Bank of India,HDFC Bank,7,5,False,False,PENDING,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
707f78dc-482e-4895-87b9-9f38ea0b80c7,2026-05-30 07:31:56,user760823@oksbi,store778612@oksbi,ACC100760,RCV312862,496.67,P2P,dev_0lsjws1zl7,147.199.230.206,Ahmedabad,HDFC Bank,Union Bank of India,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
164595d2-304a-4c37-9037-d6f316a9170b,2026-05-30 07:32:41,user760823@oksbi,store328827@okaxis,ACC100760,RCV783339,137.98,P2P,dev_0lsjws1zl7,49.10.205.125,Ahmedabad,HDFC Bank,IDFC First Bank,7,5,False,False,SUCCESS,False,,1,496.67,,,0.2778102160388185,45.0,1.0,1.0,1,False,1,False,0,True,7.0,0.0,,0,False
4560a857-7ffa-4183-867f-cb4c81c0f011,2026-05-30 07:34:12,user97467@okhdfcbank,person436157@okhdfcbank,ACC100974,RCV575141,841.07,P2M,dev_5xrsi7eadg,102.224.229.207,Jaipur,HDFC Bank,HDFC Bank,7,5,False,True,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
c8b3576f-d65a-415f-b3b0-571fc1502dcb,2026-05-30 07:36:52,user485821@okhdfcbank,biz50343@ybl,ACC100485,RCV724286,67.62,P2P,dev_lbc8nog85d,49.127.31.180,Lucknow,Union Bank of India,Kotak Mahindra Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
422a3281-2944-4c56-87f7-18408932171a,2026-05-30 07:37:11,user1133135@okicici,biz592654@okaxis,ACC101133,RCV814618,1048.16,P2M,dev_25cambhwtg,211.247.44.218,Kolkata,Union Bank of India,Bank of Baroda,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
7e0b6014-3e23-4d7c-9c9b-9ea998e9259e,2026-05-30 07:37:22,user971301@okaxis,merchant437679@paytm,ACC100971,RCV368854,347.79,P2P,dev_kldf4hra13,11.178.199.106,Delhi,ICICI Bank,Union Bank of India,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
65d3e11d-07d2-4d89-ba40-3b3ddadf19ed,2026-05-30 07:38:05,user1215751@okicici,shop324128@okicici,ACC101215,RCV234815,2710.52,COLLECT,dev_4ogn378vpc,36.15.95.43,Patna,SBI,ICICI Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
560ef788-9bad-419f-9f5b-7fb9e157acf6,2026-05-30 07:38:13,user691961@oksbi,merchant459923@paytm,ACC100691,RCV678779,1117.95,COLLECT,dev_bbadlypgg6,76.124.111.142,Kolkata,Yes Bank,ICICI Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
6944bb21-f8a3-47e4-9131-bb8206cf4b7f,2026-05-30 07:38:57,user386881@okaxis,store3318@okaxis,ACC100386,RCV199281,628.55,P2P,dev_wqp3nipar0,39.98.25.79,Bhopal,Canara Bank,Indian Bank,7,5,False,True,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
4b28a284-4ae1-4c3d-bcca-2a3cb9efda39,2026-05-30 07:40:55,user653411@okicici,store549158@ybl,ACC100653,RCV907449,163.93,P2P,dev_hg0u43qlx3,77.209.234.136,Delhi,Yes Bank,Bank of Baroda,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
15db0984-1120-4520-89d5-ef03f9de4d39,2026-05-30 07:42:50,user370399@ybl,biz392491@okhdfcbank,ACC100370,RCV897563,268.3,P2M,dev_51zlboriq8,3.28.50.23,Kolkata,ICICI Bank,SBI,7,5,False,False,PENDING,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
9c83d766-5e2d-48b8-957c-0a73f9c44abc,2026-05-30 07:43:39,user541580@ybl,person55329@okicici,ACC100541,RCV971903,145.02,P2P,dev_pfq2bhaiiw,124.149.78.248,Lucknow,Punjab National Bank,Bank of Baroda,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
0be6bbc1-c6f0-4269-a0bf-28399b595a21,2026-05-30 07:46:30,user98294@oksbi,biz792161@okaxis,ACC100982,RCV121311,268.94,P2P,dev_9twcw75vi7,46.225.218.233,Kochi,Indian Bank,ICICI Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
84cf7e27-e20b-4469-9414-5f419999dc1b,2026-05-30 07:46:38,user1223624@okhdfcbank,merchant100989@okaxis,ACC101223,RCV168991,696.16,P2P,dev_7pgf7mvq35,48.123.89.17,Indore,Indian Bank,Kotak Mahindra Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
1e0759b8-6586-4a4d-91ae-d24a5ccab1f4,2026-05-30 07:52:18,user762156@okaxis,merchant65382@okicici,ACC100762,RCV535989,3652.69,P2P,dev_0kh5840acu,196.83.184.40,Hyderabad,Canara Bank,Axis Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
82dad42a-ed26-4394-9cdb-21b49e9a72cf,2026-05-30 07:54:23,user379666@ybl,store312591@paytm,ACC100379,RCV517514,315.74,P2P,dev_toowt9nm3v,200.123.227.253,Lucknow,HDFC Bank,Yes Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
d8e7ac30-92c8-4eb6-842b-02c57d1307f5,2026-05-30 07:54:34,user31630@okicici,person386879@ybl,ACC100316,RCV551639,1532.42,P2P,dev_4lr9tjq8zg,196.217.87.241,Nagpur,SBI,ICICI Bank,7,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
efc5fe2f-ebea-4533-9568-5e618dd57c25,2026-05-30 08:01:05,user442436@okhdfcbank,biz138578@paytm,ACC100442,RCV612940,107.97,P2M,dev_c11bd2scej,89.94.75.161,Kolkata,Indian Bank,Canara Bank,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
75c41373-2f8a-4960-9452-1a5c2bdb2619,2026-05-30 08:02:24,user1242403@okhdfcbank,person282819@okhdfcbank,ACC101242,RCV897908,543.5,P2P,dev_81ayuam75p,59.38.243.206,Pune,Kotak Mahindra Bank,Union Bank of India,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
52f08237-89b7-4c1e-8858-df5f6cb9e3e9,2026-05-30 08:05:58,user129286@okicici,shop416713@oksbi,ACC100129,RCV406866,363.16,P2P,dev_i9kkhzlm72,148.119.78.111,Lucknow,IDFC First Bank,ICICI Bank,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
7d76538e-871c-4cdd-8796-96d64893355e,2026-05-30 08:09:47,user22926@paytm,store559776@oksbi,ACC100022,RCV779666,743.33,P2P,dev_bntpbn78bm,110.203.240.180,Guwahati,ICICI Bank,Axis Bank,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
7edab46c-a583-46ba-b1b9-9b9e25fefe77,2026-05-30 08:12:51,user13442@paytm,store26251@paytm,ACC100013,RCV945544,68.59,P2P,dev_o5bxxc02dg,155.135.88.176,Bhopal,Punjab National Bank,Union Bank of India,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
6e6c6299-d4e9-4d7c-ae25-b368c7874445,2026-05-30 08:14:08,user444800@ybl,person747846@okicici,ACC100444,RCV422354,219.53,COLLECT,dev_sc31tz8g1a,97.128.245.240,Ahmedabad,Indian Bank,HDFC Bank,8,5,False,False,FAILED,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
10f04b21-e249-492e-9d03-b447aa31e7ff,2026-05-30 08:15:18,user642304@ybl,person583412@okaxis,ACC100642,RCV166607,296.28,P2P,dev_5oaiinmk7y,73.18.4.104,Chandigarh,HDFC Bank,HDFC Bank,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
f56137dd-b9ae-4385-a8b9-1e76bb669c59,2026-05-30 08:18:35,user111940@paytm,store56617@ybl,ACC101119,RCV800548,1072.12,P2P,dev_lsogwibjb6,79.104.153.192,Guwahati,Union Bank of India,Axis Bank,8,5,False,False,SUCCESS,False,,1,1738.93,,,0.6165400562414818,3136.0,1.0,1.0,1,False,1,False,0,True,7.0,1.0,,0,False
9fe48243-8915-4740-a962-5a23c55678eb,2026-05-30 08:19:18,user598290@paytm,store102789@ybl,ACC100598,RCV677200,517.97,P2P,dev_ztdl25b7kx,50.193.2.197,Pune,Kotak Mahindra Bank,Canara Bank,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
df73e023-e50e-440d-96dc-323e5613338e,2026-05-30 08:23:11,user122904@okicici,shop213638@okaxis,ACC100122,RCV853101,1422.83,P2P,dev_1nouhtcs1k,117.55.21.165,Nagpur,Kotak Mahindra Bank,Axis Bank,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
a4947e10-0076-45c7-8f89-93999590898b,2026-05-30 08:25:03,user809428@oksbi,store514908@paytm,ACC100809,RCV216218,423.09,P2P,dev_lwvmb0idd0,212.229.215.214,Patna,SBI,HDFC Bank,8,5,False,True,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
c6c2e3b3-bf1e-437d-965a-7d6f4a0a6abb,2026-05-30 08:25:48,user654663@oksbi,shop416713@oksbi,ACC100654,RCV406866,3174.14,P2P,dev_jdn2mifdha,77.6.19.118,Pune,Bank of Baroda,Axis Bank,8,5,False,True,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
286657dd-6ac2-4f14-bdbf-2db77b355592,2026-05-30 08:28:45,user504424@okaxis,person174942@oksbi,ACC100504,RCV629713,319.53,P2M,dev_8sy7p1zscm,59.177.188.187,Patna,Bank of Baroda,Indian Bank,8,5,False,False,FAILED,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
270d0cb9-b37d-4ea6-8fc1-25bdc2a8a997,2026-05-30 08:29:02,user5084@paytm,person347396@paytm,ACC100050,RCV317382,932.09,P2M,dev_gcaqvkizzq,78.244.36.238,Ahmedabad,ICICI Bank,SBI,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
9c799209-556f-4f01-bf80-0fd4467003bb,2026-05-30 08:30:11,user1163105@okaxis,person531521@okaxis,ACC101163,RCV483969,196.5,P2M,dev_qicb5ntjk2,4.97.41.66,Delhi,Axis Bank,Kotak Mahindra Bank,8,5,False,False,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
9f0297d1-c5e5-4c1c-b33b-cc17079184c4,2026-05-30 08:33:24,user53465@oksbi,biz1594@okhdfcbank,ACC100534,RCV768787,122.92,P2P,dev_bpa274ir83,217.218.206.14,Kolkata,Union Bank of India,ICICI Bank,8,5,False,True,SUCCESS,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
e8d4ee5d-ea96-4c45-9f6d-288986b5c615,2026-05-30 08:37:41,user237922@okicici,merchant724861@okhdfcbank,ACC100237,RCV125704,679.88,P2M,dev_xyzx9jpnbz,174.233.4.190,Indore,SBI,Indian Bank,8,5,False,False,FAILED,False,,0,,,,,,0.0,0.0,0,True,0,True,0,True,,,NEW_DEVICE_AND_LOCATION,1,True
