transaction_id,timestamp,sender_upi_id,receiver_upi_id,sender_account_id,receiver_account_id,amount,transaction_type,device_id,ip_address,location,sender_bank,receiver_bank,hour_of_day,day_of_week,is_new_device,is_new_receiver,transaction_status,label_is_fraud,fraud_type
42ce741f-767d-4e4b-bfe3-4386d3ba982a,2026-08-10 08:20:26,user825849@okaxis,shop543971@okicici,ACC100825,RCV341545,2238.64,P2P,dev_nzsxpefj31,3.24.75.122,Delhi,Indian Bank,Punjab National Bank,8,0,False,False,SUCCESS,False,
9bdb922c-7aee-4d92-b35b-8f64bcc760a6,2026-08-10 08:20:46,user163568@oksbi,person581891@okicici,ACC100163,RCV552777,448.85,P2P,dev_5ao20u9isy,166.234.167.143,Surat,HDFC Bank,Bank of Baroda,8,0,False,False,SUCCESS,False,
a40ac983-7caa-494e-9b6a-be45ab90e45d,2026-08-10 08:26:03,user701930@ybl,merchant187542@paytm,ACC100701,RCV104790,690.83,P2P,dev_04ygyflq8x,43.158.103.171,Kochi,Indian Bank,SBI,8,0,False,False,SUCCESS,False,
e508f947-9b94-4a4d-9101-f08eb22b68dd,2026-08-10 08:31:50,user1126342@paytm,person729569@ybl,ACC101126,RCV936774,1041.03,P2P,dev_jb4hllqlld,182.201.255.39,Ahmedabad,Yes Bank,Punjab National Bank,8,0,False,False,SUCCESS,False,
5a2cc33e-f431-4833-9528-0f3ccb508eb8,2026-08-10 08:32:06,user466180@okhdfcbank,store0343@paytm,ACC100466,RCV416696,1363.13,P2P,dev_pjvrn8lpy8,62.106.52.16,Jaipur,Axis Bank,Canara Bank,8,0,False,False,SUCCESS,False,
396f0e7c-7204-45f4-ad8d-7c68f99b97a1,2026-08-10 08:33:31,user310738@ybl,store811220@paytm,ACC100310,RCV892905,666.54,P2M,dev_kuuoyc3rwq,44.198.97.102,Kochi,Punjab National Bank,Indian Bank,8,0,False,False,SUCCESS,False,
37cd5079-d7cc-4fa2-9132-ceec8c2a5fd5,2026-08-10 08:34:35,user440815@okicici,shop36548@okaxis,ACC100440,RCV301395,622.9,P2P,dev_4zz2p6eeam,217.181.86.142,Chandigarh,IDFC First Bank,Punjab National Bank,8,0,False,False,SUCCESS,False,
66886c41-041b-4277-92e5-5d2b18b3c6b3,2026-08-10 08:35:49,user796647@paytm,person120152@okaxis,ACC100796,RCV812206,476.07,P2P,dev_fvnnvbzw5a,42.15.250.64,Kochi,ICICI Bank,Bank of Baroda,8,0,False,False,FAILED,False,
d568f7a6-150b-4d98-aa76-276077e42b59,2026-08-10 08:38:04,user1239683@okhdfcbank,merchant132247@paytm,ACC101239,RCV569737,2803.71,P2P,dev_pl2u5cfp37,178.206.234.32,Hyderabad,ICICI Bank,Canara Bank,8,0,False,False,SUCCESS,False,
63af3a30-3712-4a72-a124-d9dd3a5ad1e3,2026-08-10 08:39:22,user91222@paytm,shop791994@paytm,ACC100912,RCV754622,867.53,P2M,dev_fqztio4m7p,108.251.224.31,Lucknow,Bank of Baroda,Kotak Mahindra Bank,8,0,False,False,SUCCESS,False,
ec7be191-a882-4f38-9089-2ce21c7af263,2026-08-10 08:45:16,user728992@okicici,shop391882@okhdfcbank,ACC100728,RCV569528,744.18,P2P,dev_tiswlwt6u7,193.151.180.232,Bengaluru,Kotak Mahindra Bank,Yes Bank,8,0,False,False,SUCCESS,False,
72f44c19-1335-46ad-8101-7bd40f76f6dd,2026-08-10 08:45:38,user500124@okicici,person22535@okhdfcbank,ACC100500,RCV664096,2724.81,P2M,dev_r9211u645v,212.94.65.152,Ahmedabad,IDFC First Bank,Bank of Baroda,8,0,False,False,SUCCESS,False,
ffbcd93a-cf55-4f35-806f-78dbe3ccbf70,2026-08-10 08:48:41,user516517@okicici,shop380608@okhdfcbank,ACC100516,RCV394873,501.86,COLLECT,dev_1yf0dwwn6m,64.152.63.136,Patna,Union Bank of India,Axis Bank,8,0,False,False,SUCCESS,False,
80b9aa90-3f15-428c-97b4-0e3188987bc4,2026-08-10 08:53:59,user806983@paytm,store427213@okaxis,ACC100806,RCV844177,1276.12,COLLECT,dev_pbp0e36s2z,15.131.188.40,Indore,Union Bank of India,IDFC First Bank,8,0,False,False,SUCCESS,False,
8627bc87-6865-4555-9ae6-2fa21fd7593f,2026-08-10 08:54:12,user542787@paytm,shop238391@okicici,ACC100542,RCV746272,1399.35,P2P,dev_hg9ncbekgv,199.237.161.192,Indore,Punjab National Bank,HDFC Bank,8,0,False,False,SUCCESS,False,
b4d1e44c-b850-4c8a-94a0-ee0c60b919d1,2026-08-10 08:57:41,user652853@okaxis,person182266@okaxis,ACC100652,RCV590162,192.53,P2M,dev_t37szpf9s9,69.155.199.107,Patna,Bank of Baroda,HDFC Bank,8,0,False,False,SUCCESS,False,
c65823c7-e37c-4b60-a80d-9d246c63bc9a,2026-08-10 09:00:42,user526651@oksbi,person569100@oksbi,ACC100526,RCV174617,110.89,P2P,dev_jxlh8l6e7v,112.199.146.38,Patna,Kotak Mahindra Bank,Yes Bank,9,0,False,False,SUCCESS,False,
bbc5aa02-75da-4448-a8a7-952c4417c3cc,2026-08-10 09:02:22,user952754@ybl,merchant522181@okaxis,ACC100952,RCV689696,257.0,COLLECT,dev_3y53mbwu5j,37.18.239.13,Lucknow,Indian Bank,Indian Bank,9,0,False,False,SUCCESS,False,
c55d1f71-023f-4994-834b-3e06f87ce6ca,2026-08-10 09:03:51,user1156196@oksbi,person667103@ybl,ACC101156,RCV970201,152.59,COLLECT,dev_ttn1e4jc0f,187.143.251.124,Nagpur,Bank of Baroda,Yes Bank,9,0,False,True,FAILED,False,
4d556490-df6b-4e75-95e0-474c1ffe5723,2026-08-10 09:05:14,user129286@okicici,biz93977@okaxis,ACC100129,RCV971322,539.86,P2M,dev_i9kkhzlm72,119.73.196.214,Lucknow,IDFC First Bank,SBI,9,0,False,False,SUCCESS,False,
f97bddbd-1a59-4f6f-9fef-53cb83a103a0,2026-08-10 09:06:38,user990629@paytm,store387256@okhdfcbank,ACC100990,RCV759130,660.13,P2M,dev_eioiv67kay,169.207.78.151,Kochi,Kotak Mahindra Bank,SBI,9,0,False,False,SUCCESS,False,
6b683072-10c0-43b4-bb4f-9f7b713d620f,2026-08-10 09:12:45,user48117@okaxis,biz170674@okicici,ACC100048,RCV138626,1061.03,P2M,dev_ruyf38diuo,85.228.129.124,Indore,HDFC Bank,ICICI Bank,9,0,False,False,SUCCESS,False,
abf44006-299d-4711-ad75-5000984bff8f,2026-08-10 09:17:11,user926826@okicici,biz426188@oksbi,ACC100926,RCV644608,497.27,P2P,dev_cnf225aa35,147.53.216.164,Ahmedabad,HDFC Bank,Canara Bank,9,0,False,False,SUCCESS,False,
2db1705f-9323-4b35-9399-75786397aaf0,2026-08-10 09:18:26,user515501@paytm,biz246781@paytm,ACC100515,RCV840277,1274.47,P2P,dev_tcbrlqmn44,158.20.99.6,Kolkata,SBI,Yes Bank,9,0,False,False,SUCCESS,False,
efc60562-cf39-476e-bd57-990dd63a05d7,2026-08-10 09:18:51,user55410@paytm,store26251@paytm,ACC100554,RCV945544,1469.61,P2M,dev_mpyo2tla27,99.246.19.54,Nagpur,Canara Bank,IDFC First Bank,9,0,False,False,SUCCESS,False,
a181af15-6322-4229-9724-83298abe924a,2026-08-10 09:23:44,user199123@oksbi,person593251@okaxis,ACC100199,RCV613503,236.43,P2P,dev_g298cqk4lt,143.96.26.190,Delhi,IDFC First Bank,Axis Bank,9,0,False,False,SUCCESS,False,
12f3782c-b764-4e6e-aafa-2f0ae3c110df,2026-08-10 09:29:19,user1050522@ybl,biz685316@okicici,ACC101050,RCV566929,397.04,P2M,dev_dzsyjx20au,32.65.148.5,Chennai,Union Bank of India,Kotak Mahindra Bank,9,0,False,False,SUCCESS,False,
e586cd89-f58a-4d31-91b9-0a2a5edb48a8,2026-08-10 09:30:13,user189577@ybl,merchant757237@okhdfcbank,ACC100189,RCV441433,180.78,P2M,dev_p0wfoy4dd1,120.29.139.135,Hyderabad,SBI,Axis Bank,9,0,False,False,SUCCESS,False,
bc9f38b0-5128-46ba-adcd-eaf25508c6a7,2026-08-10 09:33:40,user72931@paytm,shop181911@okaxis,ACC100729,RCV380206,356.24,P2M,dev_ph5ch3l16c,31.42.236.111,Surat,SBI,Punjab National Bank,9,0,False,False,SUCCESS,False,
4d502943-4d05-4c95-946c-ec986bdebb23,2026-08-10 09:34:04,user164309@oksbi,person583412@okaxis,ACC100164,RCV166607,936.74,P2P,dev_fgjk2n7zrw,63.100.15.173,Kochi,Kotak Mahindra Bank,Indian Bank,9,0,False,False,SUCCESS,False,
7d84557b-7696-4d80-a415-ecbd59feecae,2026-08-10 09:34:55,user163568@oksbi,shop283676@paytm,ACC100163,RCV914855,352.99,P2M,dev_5ao20u9isy,53.112.201.136,Surat,HDFC Bank,Axis Bank,9,0,False,False,SUCCESS,False,
abafd3b6-5def-49cd-b9ec-c48a81ab22bd,2026-08-10 09:39:24,user190360@okaxis,person38624@okaxis,ACC100190,RCV519793,458.65,P2P,dev_2ixivzk7a4,116.134.127.183,Surat,Bank of Baroda,Indian Bank,9,0,False,False,SUCCESS,False,
24c64289-5b17-45e9-ac76-761271933c5d,2026-08-10 09:40:15,user111940@paytm,person532945@ybl,ACC101119,RCV863341,1464.03,P2P,dev_lsogwibjb6,23.72.234.116,Guwahati,Union Bank of India,Kotak Mahindra Bank,9,0,False,False,SUCCESS,False,
782399ab-71c6-413c-899e-f02fd30df250,2026-08-10 09:43:22,user780609@okaxis,person484959@ybl,ACC100780,RCV785953,694.43,P2M,dev_muiw7j35vl,100.60.229.214,Bengaluru,ICICI Bank,Kotak Mahindra Bank,9,0,False,False,SUCCESS,False,
f00e4313-d3bf-45f6-b771-f1f086131894,2026-08-10 09:44:34,user584642@okaxis,shop694422@ybl,ACC100584,RCV296956,564.95,P2M,dev_5fknjmvryd,17.254.175.178,Kolkata,Yes Bank,Punjab National Bank,9,0,False,False,SUCCESS,False,
7b2b66f7-8d27-4b7a-897e-b6548c9dea43,2026-08-10 09:45:11,user918372@okhdfcbank,store27214@okicici,ACC100918,RCV232101,512.12,P2P,dev_v3rzkdu6fo,150.14.201.67,Surat,Yes Bank,Indian Bank,9,0,False,False,SUCCESS,False,
2d061522-aaa3-4169-9ea8-b2158babba49,2026-08-10 09:46:44,user1126342@paytm,store44039@okicici,ACC101126,RCV659348,759.42,P2M,dev_jb4hllqlld,11.184.98.40,Ahmedabad,Yes Bank,SBI,9,0,False,False,SUCCESS,False,
3a54e444-b8a8-48dd-8b73-220b03428031,2026-08-10 09:48:05,user1234459@okaxis,merchant661976@okaxis,ACC101234,RCV442345,337.59,P2P,dev_hzjkthkg2n,52.254.55.78,Guwahati,Axis Bank,Union Bank of India,9,0,False,True,SUCCESS,False,
9a92d0e8-b2ca-44a5-85c7-134e8e27996a,2026-08-10 09:50:21,user540839@ybl,biz79905@paytm,ACC100540,RCV510279,2062.41,P2P,dev_phh62myz9v,170.153.4.96,Delhi,IDFC First Bank,HDFC Bank,9,0,False,True,SUCCESS,False,
30d737fb-e48a-46a4-afa5-f257083c854d,2026-08-10 09:51:28,user977102@okicici,person313637@ybl,ACC100977,RCV731914,75.59,COLLECT,dev_tw4cy4f1r9,109.117.200.88,Indore,ICICI Bank,HDFC Bank,9,0,False,True,SUCCESS,False,
e54ac113-e74a-4120-b17a-2a931f268726,2026-08-10 09:56:44,user560751@ybl,merchant461877@okaxis,ACC100560,RCV726806,1221.33,P2P,dev_nxzdzb5f5t,176.231.36.105,Patna,Bank of Baroda,Indian Bank,9,0,False,False,FAILED,False,
e652bcc7-a52c-4755-940d-dfaf0cd4bfd6,2026-08-10 09:57:06,user122904@okicici,shop570742@okicici,ACC100122,RCV117879,1941.34,P2M,dev_1nouhtcs1k,107.2.249.30,Nagpur,Kotak Mahindra Bank,Axis Bank,9,0,False,False,SUCCESS,False,
4f6460ae-51f8-4f5d-8201-dcf680285a85,2026-08-10 09:57:11,user1058586@paytm,store513613@okicici,ACC101058,RCV680714,951.44,COLLECT,dev_g3ibg3hkcq,111.211.148.148,Jaipur,SBI,Canara Bank,9,0,False,False,SUCCESS,False,
b9565e70-b4de-4c79-b392-456508d7a610,2026-08-10 09:58:55,user121217@okhdfcbank,biz298140@okhdfcbank,ACC101212,RCV385236,308.62,COLLECT,dev_npe6swyu2r,8.0.109.144,Chandigarh,HDFC Bank,Kotak Mahindra Bank,9,0,False,False,SUCCESS,False,
e510dcc0-4f1a-4e30-840e-46accc0dcf48,2026-08-10 10:03:06,user642304@ybl,person335781@paytm,ACC100642,RCV560429,387.41,P2P,dev_5oaiinmk7y,86.141.202.12,Chandigarh,HDFC Bank,Yes Bank,10,0,False,False,SUCCESS,False,
06e41ad9-bd26-4238-859c-3a3fc487b129,2026-08-10 10:03:38,user1082831@okhdfcbank,shop738808@okaxis,ACC101082,RCV829707,600.77,P2P,dev_mot4saymwr,49.33.166.1,Kolkata,SBI,IDFC First Bank,10,0,False,False,SUCCESS,False,
b0a80eaa-9952-4d81-8373-631b83b1e790,2026-08-10 10:07:18,user1134292@oksbi,merchant237827@ybl,ACC101134,RCV404592,687.6,P2P,dev_wnwzf8y7p6,89.42.172.229,Chandigarh,IDFC First Bank,Union Bank of India,10,0,False,False,FAILED,False,
317261c3-b4fb-4482-aebf-21177faa2171,2026-08-10 10:09:02,user1783@ybl,shop19663@okhdfcbank,ACC100017,RCV132040,1134.69,P2P,dev_vyie6ivwpv,101.138.180.182,Bengaluru,ICICI Bank,ICICI Bank,10,0,False,False,SUCCESS,False,
73ea686c-6a01-4010-9cf0-7bcbd0400998,2026-08-10 10:14:56,user651541@paytm,merchant286580@okhdfcbank,ACC100651,RCV867518,1667.79,P2P,dev_q0pxaecxvg,153.210.5.27,Lucknow,Indian Bank,Union Bank of India,10,0,False,False,SUCCESS,False,
874cbb52-6e92-41a9-ac54-8aa89a037921,2026-08-10 10:18:30,user542787@paytm,store521148@okicici,ACC100542,RCV762855,1342.72,P2P,dev_hg9ncbekgv,93.184.142.167,Indore,Punjab National Bank,ICICI Bank,10,0,False,True,SUCCESS,False,
7701f1ad-a4ac-4f95-86d2-407579576a08,2026-08-10 10:20:42,user760823@oksbi,store328827@okaxis,ACC100760,RCV783339,612.66,P2P,dev_0lsjws1zl7,86.110.144.231,Ahmedabad,HDFC Bank,Kotak Mahindra Bank,10,0,False,False,SUCCESS,False,
1ea82733-155e-447c-af89-f7a59d6b545c,2026-08-10 10:20:54,user299523@ybl,biz188897@oksbi,ACC100299,RCV284469,1453.14,P2M,dev_wymx9djoyo,82.178.173.171,Ahmedabad,IDFC First Bank,Yes Bank,10,0,False,False,SUCCESS,False,
8798bcf5-6b5d-40bb-912b-2c3e96d0f49e,2026-08-10 10:22:17,user122904@okicici,shop213638@okaxis,ACC100122,RCV853101,3598.86,P2M,dev_1nouhtcs1k,58.53.181.102,Nagpur,Kotak Mahindra Bank,Union Bank of India,10,0,False,False,SUCCESS,False,
f111a0b6-2d32-4049-be03-f4cc75a759cf,2026-08-10 10:22:28,user64635@okaxis,merchant669131@ybl,ACC100064,RCV550585,1342.81,P2M,dev_ruiwqy6qkt,125.227.118.221,Ahmedabad,Union Bank of India,HDFC Bank,10,0,False,False,SUCCESS,False,
8919c08c-ad55-47ca-a94a-0fb65d3ca12f,2026-08-10 10:23:20,user841786@okaxis,person743661@oksbi,ACC100841,RCV439671,1557.7,P2P,dev_3hxj3apnu0,52.226.205.169,Mumbai,Kotak Mahindra Bank,Kotak Mahindra Bank,10,0,False,False,SUCCESS,False,
b3645d2b-a096-4cd7-94bb-119e94c375f7,2026-08-10 10:25:32,user63896@okaxis,merchant204191@oksbi,ACC100638,RCV422964,143.35,P2M,dev_q3gu7gkl53,152.157.94.237,Hyderabad,Canara Bank,Bank of Baroda,10,0,False,False,SUCCESS,False,
dd93ec25-49bb-4570-a144-622a2d461798,2026-08-10 10:27:52,user163568@oksbi,shop510155@ybl,ACC100163,RCV885607,318.86,P2M,dev_5ao20u9isy,203.155.65.218,Surat,HDFC Bank,Yes Bank,10,0,False,False,SUCCESS,False,
59c84579-6567-4379-b91a-249a32ce9415,2026-08-10 10:29:06,user482209@okhdfcbank,biz602184@okicici,ACC100482,RCV779196,111.88,P2P,dev_403uxh9a1g,169.109.52.48,Hyderabad,Kotak Mahindra Bank,Axis Bank,10,0,False,False,SUCCESS,False,
afcc2d01-fdcf-48bb-a7d1-5c4ad61a0fc5,2026-08-10 10:30:22,user926826@okicici,biz267108@oksbi,ACC100926,RCV760456,367.33,P2P,dev_cnf225aa35,144.178.13.145,Ahmedabad,HDFC Bank,Indian Bank,10,0,False,False,SUCCESS,False,
0082b50b-bd45-4a4e-9710-b7109c401d25,2026-08-10 10:30:44,user1132832@okhdfcbank,merchant297888@ybl,ACC101132,RCV406731,2227.96,P2P,dev_9a7abflxv5,30.40.133.136,Bhopal,Indian Bank,ICICI Bank,10,0,False,False,SUCCESS,False,
cc3b7c25-4408-4e0f-91de-0d0027235d64,2026-08-10 10:38:22,user808476@okhdfcbank,person20677@paytm,ACC100808,RCV410246,8553.28,P2P,dev_ern6yjmk3t,62.40.5.64,Delhi,Kotak Mahindra Bank,IDFC First Bank,10,0,False,True,SUCCESS,True,mule_account
57f0e790-1475-421c-b172-ef0cb0a3fdc7,2026-08-10 10:40:22,user808476@okhdfcbank,person20677@paytm,ACC100808,RCV410246,9280.75,P2P,dev_ern6yjmk3t,16.69.153.55,Delhi,Kotak Mahindra Bank,Indian Bank,10,0,False,True,SUCCESS,True,mule_account
f11dad66-d280-4684-a9eb-af82b1491d68,2026-08-10 10:41:46,user516517@okicici,person658877@paytm,ACC100516,RCV763515,1549.15,P2M,dev_1yf0dwwn6m,173.100.254.183,Patna,Union Bank of India,SBI,10,0,False,False,FAILED,False,
450e3eff-18e0-4f2e-bcaf-f47814e92443,2026-08-10 10:42:00,user858911@okhdfcbank,merchant9058@ybl,ACC100858,RCV120109,473.6,P2P,dev_0fot10gdmi,177.147.161.91,Delhi,Canara Bank,Canara Bank,10,0,False,False,SUCCESS,False,
bd228dfd-3e3f-4c3f-a56a-fcadbc23273c,2026-08-10 10:42:43,user593115@okhdfcbank,store159246@okicici,ACC100593,RCV384382,336.57,P2M,dev_070en48uac,82.171.90.74,Surat,HDFC Bank,SBI,10,0,False,False,SUCCESS,False,
