transaction_id,timestamp,sender_upi_id,receiver_upi_id,sender_account_id,receiver_account_id,amount,transaction_type,device_id,ip_address,location,sender_bank,receiver_bank,hour_of_day,day_of_week,is_new_device,is_new_receiver,transaction_status,label_is_fraud,fraud_type
08aeca90-f3e9-45e6-8eb3-4e0b7ed0c3cb,2026-05-30 03:10:49,user1126342@paytm,store44039@okicici,ACC101126,RCV659348,912.54,P2P,dev_jb4hllqlld,147.253.61.105,Ahmedabad,Yes Bank,Axis Bank,3,5,False,False,SUCCESS,False,
b6ef0d5a-e6dd-4ec0-9e2a-082ca8dd2d83,2026-05-30 03:39:37,user689803@paytm,store141791@paytm,ACC100689,RCV226019,454.65,P2P,dev_6k4o67bxcd,64.78.218.238,Mumbai,Yes Bank,ICICI Bank,3,5,False,False,SUCCESS,False,
ee116ef3-dad5-49c8-93b1-3411a1738b42,2026-05-30 03:46:18,user873618@paytm,shop380608@okhdfcbank,ACC100873,RCV394873,571.86,P2P,dev_i4rzpcd140,221.36.8.27,Nagpur,Yes Bank,Yes Bank,3,5,False,False,FAILED,False,
04456bc9-f8e5-4ae9-824e-c753876a974d,2026-05-30 04:01:35,user92188@oksbi,merchant678842@paytm,ACC100921,RCV390239,320.53,P2P,dev_gwy7d78hwk,45.23.163.181,Bengaluru,Punjab National Bank,HDFC Bank,4,5,False,False,SUCCESS,False,
4f08555c-5577-4dea-a245-4a01819eb04e,2026-05-30 04:25:58,user909420@okhdfcbank,biz307915@okaxis,ACC100909,RCV181903,9.84,P2P,dev_az0lb6yaac,152.227.49.66,Guwahati,IDFC First Bank,Indian Bank,4,5,False,True,PENDING,True,micro_transaction_probing
8f23b894-d41a-46eb-a80a-9389e0fc4a74,2026-05-30 04:30:41,user412702@okicici,shop639865@okicici,ACC100412,RCV693112,180.38,P2M,dev_gybxkpm21b,21.146.58.73,Kochi,Canara Bank,Kotak Mahindra Bank,4,5,False,False,SUCCESS,False,
cf426491-5f81-4f3e-ad66-aa0859c7e758,2026-05-30 04:30:58,user909420@okhdfcbank,biz307915@okaxis,ACC100909,RCV181903,13.72,P2M,dev_az0lb6yaac,207.125.148.32,Guwahati,IDFC First Bank,IDFC First Bank,4,5,False,True,SUCCESS,True,micro_transaction_probing
ed2ff08d-7298-4f7a-a57e-302cc3905462,2026-05-30 04:37:58,user909420@okhdfcbank,biz307915@okaxis,ACC100909,RCV181903,12116.51,P2M,dev_az0lb6yaac,11.110.255.241,Guwahati,IDFC First Bank,Kotak Mahindra Bank,4,5,False,True,SUCCESS,True,micro_transaction_probing
c2c521c8-b6d0-4998-acf9-680bdba539d2,2026-05-30 04:53:02,user90639@okicici,merchant481658@okaxis,ACC100906,RCV450588,242.03,P2P,dev_dycpn0p1xs,57.223.37.166,Hyderabad,Bank of Baroda,Axis Bank,4,5,False,False,SUCCESS,False,
916ffa5c-6b7f-4ae1-9c14-cbfb36f30c56,2026-05-30 05:15:16,user1085622@okicici,merchant736356@ybl,ACC101085,RCV152283,811.49,P2P,dev_fijmcjb00e,37.156.35.3,Chandigarh,Yes Bank,Bank of Baroda,5,5,False,False,SUCCESS,False,
d7b24eef-3e9c-4da0-85d4-1d88018dd3d3,2026-05-30 05:51:32,user670834@oksbi,store782501@okhdfcbank,ACC100670,RCV215684,1514.22,COLLECT,dev_kl3er9om3p,211.101.148.235,Mumbai,Punjab National Bank,IDFC First Bank,5,5,False,False,SUCCESS,False,
d3b95719-38c0-4b22-bd13-89346024f65d,2026-05-30 07:03:44,user459487@ybl,merchant311983@okaxis,ACC100459,RCV988180,157.37,P2P,dev_mc3skxlojs,166.179.204.48,Pune,Bank of Baroda,ICICI Bank,7,5,False,False,SUCCESS,False,
c43e5b27-1eee-4d75-bb5c-4c3e9c32ba81,2026-05-30 07:04:45,user780609@okaxis,biz13712@okhdfcbank,ACC100780,RCV571002,823.38,P2M,dev_muiw7j35vl,222.26.217.148,Bengaluru,ICICI Bank,Indian Bank,7,5,False,False,SUCCESS,False,
79214017-a311-47b8-bc58-9c9b0c1dbb24,2026-05-30 07:05:29,user267258@paytm,person610887@paytm,ACC100267,RCV504592,199.61,COLLECT,dev_36zx1tv18k,164.38.128.137,Patna,Axis Bank,Indian Bank,7,5,False,False,SUCCESS,False,
be8d6479-1f10-43ab-ab80-ee2d5dfcf5dc,2026-05-30 07:05:31,user11061@okicici,biz170674@okicici,ACC101106,RCV138626,1660.53,P2P,dev_hp39lqt9ng,32.147.159.23,Kolkata,Bank of Baroda,HDFC Bank,7,5,False,False,PENDING,False,
9d50bc42-50a3-459e-8003-e27e4e5ad18d,2026-05-30 07:10:16,user901508@okicici,shop112352@paytm,ACC100901,RCV351374,533.05,P2P,dev_bn6ek6x6lg,41.234.137.15,Mumbai,Axis Bank,Yes Bank,7,5,False,True,SUCCESS,False,
84016c37-f5c7-4cef-b932-d983ae23c9ad,2026-05-30 07:11:18,user147965@oksbi,person711828@ybl,ACC100147,RCV530324,335.58,P2M,dev_2lofn1r4kz,129.224.171.80,Indore,Union Bank of India,Canara Bank,7,5,False,False,SUCCESS,False,
da528d18-fde4-4db3-81e0-b706f0025c2f,2026-05-30 07:16:22,user44738@okicici,merchant678842@paytm,ACC100044,RCV390239,199.16,P2M,dev_tirzqakoix,32.24.42.215,Kochi,Bank of Baroda,IDFC First Bank,7,5,False,True,SUCCESS,False,
f7136699-7b27-4fb4-b27e-40657d2584b8,2026-05-30 07:17:47,user1145969@ybl,shop497498@okicici,ACC101145,RCV535485,689.49,P2P,dev_eby8en00bg,146.210.89.206,Ahmedabad,IDFC First Bank,Indian Bank,7,5,False,False,FAILED,False,
d9574916-87da-4606-b133-905dd0d069a7,2026-05-30 07:19:21,user244603@ybl,merchant84254@oksbi,ACC100244,RCV538413,277.46,P2P,dev_cb8qsspye9,178.216.68.53,Hyderabad,Kotak Mahindra Bank,Union Bank of India,7,5,False,False,SUCCESS,False,
14213d8c-67e9-46ca-aede-f8bd0f160c28,2026-05-30 07:25:07,user1080622@okhdfcbank,biz397136@ybl,ACC101080,RCV120179,1028.04,COLLECT,dev_vwhholi540,155.80.229.25,Ahmedabad,Axis Bank,Punjab National Bank,7,5,False,False,SUCCESS,False,
bca8a6a2-e048-4b47-aef5-c5ab3d67e9ca,2026-05-30 07:26:19,user111940@paytm,store281258@oksbi,ACC101119,RCV249011,1738.93,P2M,dev_lsogwibjb6,114.221.175.244,Guwahati,Union Bank of India,HDFC Bank,7,5,False,False,PENDING,False,
707f78dc-482e-4895-87b9-9f38ea0b80c7,2026-05-30 07:31:56,user760823@oksbi,store778612@oksbi,ACC100760,RCV312862,496.67,P2P,dev_0lsjws1zl7,147.199.230.206,Ahmedabad,HDFC Bank,Union Bank of India,7,5,False,False,SUCCESS,False,
164595d2-304a-4c37-9037-d6f316a9170b,2026-05-30 07:32:41,user760823@oksbi,store328827@okaxis,ACC100760,RCV783339,137.98,P2P,dev_0lsjws1zl7,49.10.205.125,Ahmedabad,HDFC Bank,IDFC First Bank,7,5,False,False,SUCCESS,False,
4560a857-7ffa-4183-867f-cb4c81c0f011,2026-05-30 07:34:12,user97467@okhdfcbank,person436157@okhdfcbank,ACC100974,RCV575141,841.07,P2M,dev_5xrsi7eadg,102.224.229.207,Jaipur,HDFC Bank,HDFC Bank,7,5,False,True,SUCCESS,False,
c8b3576f-d65a-415f-b3b0-571fc1502dcb,2026-05-30 07:36:52,user485821@okhdfcbank,biz50343@ybl,ACC100485,RCV724286,67.62,P2P,dev_lbc8nog85d,49.127.31.180,Lucknow,Union Bank of India,Kotak Mahindra Bank,7,5,False,False,SUCCESS,False,
422a3281-2944-4c56-87f7-18408932171a,2026-05-30 07:37:11,user1133135@okicici,biz592654@okaxis,ACC101133,RCV814618,1048.16,P2M,dev_25cambhwtg,211.247.44.218,Kolkata,Union Bank of India,Bank of Baroda,7,5,False,False,SUCCESS,False,
7e0b6014-3e23-4d7c-9c9b-9ea998e9259e,2026-05-30 07:37:22,user971301@okaxis,merchant437679@paytm,ACC100971,RCV368854,347.79,P2P,dev_kldf4hra13,11.178.199.106,Delhi,ICICI Bank,Union Bank of India,7,5,False,False,SUCCESS,False,
65d3e11d-07d2-4d89-ba40-3b3ddadf19ed,2026-05-30 07:38:05,user1215751@okicici,shop324128@okicici,ACC101215,RCV234815,2710.52,COLLECT,dev_4ogn378vpc,36.15.95.43,Patna,SBI,ICICI Bank,7,5,False,False,SUCCESS,False,
560ef788-9bad-419f-9f5b-7fb9e157acf6,2026-05-30 07:38:13,user691961@oksbi,merchant459923@paytm,ACC100691,RCV678779,1117.95,COLLECT,dev_bbadlypgg6,76.124.111.142,Kolkata,Yes Bank,ICICI Bank,7,5,False,False,SUCCESS,False,
6944bb21-f8a3-47e4-9131-bb8206cf4b7f,2026-05-30 07:38:57,user386881@okaxis,store3318@okaxis,ACC100386,RCV199281,628.55,P2P,dev_wqp3nipar0,39.98.25.79,Bhopal,Canara Bank,Indian Bank,7,5,False,True,SUCCESS,False,
4b28a284-4ae1-4c3d-bcca-2a3cb9efda39,2026-05-30 07:40:55,user653411@okicici,store549158@ybl,ACC100653,RCV907449,163.93,P2P,dev_hg0u43qlx3,77.209.234.136,Delhi,Yes Bank,Bank of Baroda,7,5,False,False,SUCCESS,False,
15db0984-1120-4520-89d5-ef03f9de4d39,2026-05-30 07:42:50,user370399@ybl,biz392491@okhdfcbank,ACC100370,RCV897563,268.3,P2M,dev_51zlboriq8,3.28.50.23,Kolkata,ICICI Bank,SBI,7,5,False,False,PENDING,False,
9c83d766-5e2d-48b8-957c-0a73f9c44abc,2026-05-30 07:43:39,user541580@ybl,person55329@okicici,ACC100541,RCV971903,145.02,P2P,dev_pfq2bhaiiw,124.149.78.248,Lucknow,Punjab National Bank,Bank of Baroda,7,5,False,False,SUCCESS,False,
0be6bbc1-c6f0-4269-a0bf-28399b595a21,2026-05-30 07:46:30,user98294@oksbi,biz792161@okaxis,ACC100982,RCV121311,268.94,P2P,dev_9twcw75vi7,46.225.218.233,Kochi,Indian Bank,ICICI Bank,7,5,False,False,SUCCESS,False,
84cf7e27-e20b-4469-9414-5f419999dc1b,2026-05-30 07:46:38,user1223624@okhdfcbank,merchant100989@okaxis,ACC101223,RCV168991,696.16,P2P,dev_7pgf7mvq35,48.123.89.17,Indore,Indian Bank,Kotak Mahindra Bank,7,5,False,False,SUCCESS,False,
1e0759b8-6586-4a4d-91ae-d24a5ccab1f4,2026-05-30 07:52:18,user762156@okaxis,merchant65382@okicici,ACC100762,RCV535989,3652.69,P2P,dev_0kh5840acu,196.83.184.40,Hyderabad,Canara Bank,Axis Bank,7,5,False,False,SUCCESS,False,
82dad42a-ed26-4394-9cdb-21b49e9a72cf,2026-05-30 07:54:23,user379666@ybl,store312591@paytm,ACC100379,RCV517514,315.74,P2P,dev_toowt9nm3v,200.123.227.253,Lucknow,HDFC Bank,Yes Bank,7,5,False,False,SUCCESS,False,
d8e7ac30-92c8-4eb6-842b-02c57d1307f5,2026-05-30 07:54:34,user31630@okicici,person386879@ybl,ACC100316,RCV551639,1532.42,P2P,dev_4lr9tjq8zg,196.217.87.241,Nagpur,SBI,ICICI Bank,7,5,False,False,SUCCESS,False,
efc5fe2f-ebea-4533-9568-5e618dd57c25,2026-05-30 08:01:05,user442436@okhdfcbank,biz138578@paytm,ACC100442,RCV612940,107.97,P2M,dev_c11bd2scej,89.94.75.161,Kolkata,Indian Bank,Canara Bank,8,5,False,False,SUCCESS,False,
75c41373-2f8a-4960-9452-1a5c2bdb2619,2026-05-30 08:02:24,user1242403@okhdfcbank,person282819@okhdfcbank,ACC101242,RCV897908,543.5,P2P,dev_81ayuam75p,59.38.243.206,Pune,Kotak Mahindra Bank,Union Bank of India,8,5,False,False,SUCCESS,False,
52f08237-89b7-4c1e-8858-df5f6cb9e3e9,2026-05-30 08:05:58,user129286@okicici,shop416713@oksbi,ACC100129,RCV406866,363.16,P2P,dev_i9kkhzlm72,148.119.78.111,Lucknow,IDFC First Bank,ICICI Bank,8,5,False,False,SUCCESS,False,
7d76538e-871c-4cdd-8796-96d64893355e,2026-05-30 08:09:47,user22926@paytm,store559776@oksbi,ACC100022,RCV779666,743.33,P2P,dev_bntpbn78bm,110.203.240.180,Guwahati,ICICI Bank,Axis Bank,8,5,False,False,SUCCESS,False,
7edab46c-a583-46ba-b1b9-9b9e25fefe77,2026-05-30 08:12:51,user13442@paytm,store26251@paytm,ACC100013,RCV945544,68.59,P2P,dev_o5bxxc02dg,155.135.88.176,Bhopal,Punjab National Bank,Union Bank of India,8,5,False,False,SUCCESS,False,
6e6c6299-d4e9-4d7c-ae25-b368c7874445,2026-05-30 08:14:08,user444800@ybl,person747846@okicici,ACC100444,RCV422354,219.53,COLLECT,dev_sc31tz8g1a,97.128.245.240,Ahmedabad,Indian Bank,HDFC Bank,8,5,False,False,FAILED,False,
10f04b21-e249-492e-9d03-b447aa31e7ff,2026-05-30 08:15:18,user642304@ybl,person583412@okaxis,ACC100642,RCV166607,296.28,P2P,dev_5oaiinmk7y,73.18.4.104,Chandigarh,HDFC Bank,HDFC Bank,8,5,False,False,SUCCESS,False,
f56137dd-b9ae-4385-a8b9-1e76bb669c59,2026-05-30 08:18:35,user111940@paytm,store56617@ybl,ACC101119,RCV800548,1072.12,P2P,dev_lsogwibjb6,79.104.153.192,Guwahati,Union Bank of India,Axis Bank,8,5,False,False,SUCCESS,False,
9fe48243-8915-4740-a962-5a23c55678eb,2026-05-30 08:19:18,user598290@paytm,store102789@ybl,ACC100598,RCV677200,517.97,P2P,dev_ztdl25b7kx,50.193.2.197,Pune,Kotak Mahindra Bank,Canara Bank,8,5,False,False,SUCCESS,False,
df73e023-e50e-440d-96dc-323e5613338e,2026-05-30 08:23:11,user122904@okicici,shop213638@okaxis,ACC100122,RCV853101,1422.83,P2P,dev_1nouhtcs1k,117.55.21.165,Nagpur,Kotak Mahindra Bank,Axis Bank,8,5,False,False,SUCCESS,False,
a4947e10-0076-45c7-8f89-93999590898b,2026-05-30 08:25:03,user809428@oksbi,store514908@paytm,ACC100809,RCV216218,423.09,P2P,dev_lwvmb0idd0,212.229.215.214,Patna,SBI,HDFC Bank,8,5,False,True,SUCCESS,False,
c6c2e3b3-bf1e-437d-965a-7d6f4a0a6abb,2026-05-30 08:25:48,user654663@oksbi,shop416713@oksbi,ACC100654,RCV406866,3174.14,P2P,dev_jdn2mifdha,77.6.19.118,Pune,Bank of Baroda,Axis Bank,8,5,False,True,SUCCESS,False,
286657dd-6ac2-4f14-bdbf-2db77b355592,2026-05-30 08:28:45,user504424@okaxis,person174942@oksbi,ACC100504,RCV629713,319.53,P2M,dev_8sy7p1zscm,59.177.188.187,Patna,Bank of Baroda,Indian Bank,8,5,False,False,FAILED,False,
270d0cb9-b37d-4ea6-8fc1-25bdc2a8a997,2026-05-30 08:29:02,user5084@paytm,person347396@paytm,ACC100050,RCV317382,932.09,P2M,dev_gcaqvkizzq,78.244.36.238,Ahmedabad,ICICI Bank,SBI,8,5,False,False,SUCCESS,False,
9c799209-556f-4f01-bf80-0fd4467003bb,2026-05-30 08:30:11,user1163105@okaxis,person531521@okaxis,ACC101163,RCV483969,196.5,P2M,dev_qicb5ntjk2,4.97.41.66,Delhi,Axis Bank,Kotak Mahindra Bank,8,5,False,False,SUCCESS,False,
9f0297d1-c5e5-4c1c-b33b-cc17079184c4,2026-05-30 08:33:24,user53465@oksbi,biz1594@okhdfcbank,ACC100534,RCV768787,122.92,P2P,dev_bpa274ir83,217.218.206.14,Kolkata,Union Bank of India,ICICI Bank,8,5,False,True,SUCCESS,False,
e8d4ee5d-ea96-4c45-9f6d-288986b5c615,2026-05-30 08:37:41,user237922@okicici,merchant724861@okhdfcbank,ACC100237,RCV125704,679.88,P2M,dev_xyzx9jpnbz,174.233.4.190,Indore,SBI,Indian Bank,8,5,False,False,FAILED,False,
c72a0b95-41ff-4867-aebc-6321f72b020d,2026-05-30 08:45:13,user66406@paytm,merchant74048@okicici,ACC100066,RCV443040,591.82,P2M,dev_uy0bvr6k2v,107.177.252.99,Mumbai,Kotak Mahindra Bank,Canara Bank,8,5,False,False,FAILED,False,
65180094-5314-40c9-b6b6-68166e572cc4,2026-05-30 08:48:05,user53465@oksbi,biz1594@okhdfcbank,ACC100534,RCV768787,274.97,P2M,dev_bpa274ir83,218.63.89.82,Kolkata,Union Bank of India,Yes Bank,8,5,False,False,SUCCESS,False,
5da8aa6f-7cd0-4c43-9af4-d7a4ac3aa432,2026-05-30 08:50:25,user1000140@okaxis,store446401@okaxis,ACC101000,RCV254417,2276.9,P2M,dev_q2yotos87m,180.148.110.242,Lucknow,SBI,Punjab National Bank,8,5,False,False,SUCCESS,False,
c6772f58-0935-40b0-b864-798a0a6079de,2026-05-30 08:50:38,user370399@ybl,person8569@oksbi,ACC100370,RCV876240,859.24,P2P,dev_51zlboriq8,8.60.235.219,Kolkata,ICICI Bank,IDFC First Bank,8,5,False,False,SUCCESS,False,
eaf5cfee-2a28-4330-90a4-b5102af8f9e8,2026-05-30 08:56:26,user955377@okhdfcbank,person335781@paytm,ACC100955,RCV560429,2065.55,P2M,dev_80nkxkbefq,70.119.54.21,Pune,Axis Bank,Union Bank of India,8,5,False,False,SUCCESS,False,
1a713e8a-cd3b-47d5-b44f-eac1cd9bdfa6,2026-05-30 08:57:56,user582215@paytm,merchant172547@okhdfcbank,ACC100582,RCV560910,4790.74,P2P,dev_zagrd1ppkp,42.15.55.116,Indore,Indian Bank,Kotak Mahindra Bank,8,5,False,True,FAILED,True,phishing_induced
b600784a-135d-4e64-8f72-27971bd0054a,2026-05-30 09:00:03,user1193269@okaxis,person76136@okicici,ACC101193,RCV529996,895.79,P2P,dev_37l5rptbq8,209.215.176.142,Mumbai,ICICI Bank,Kotak Mahindra Bank,9,5,False,False,SUCCESS,False,
94cca839-01be-46ce-91a8-3c838b17c6f6,2026-05-30 09:02:03,user601407@okicici,merchant659489@ybl,ACC100601,RCV299787,128.88,P2P,dev_y8xny2x15x,50.25.253.222,Lucknow,Canara Bank,Punjab National Bank,9,5,False,False,SUCCESS,False,
7eb19419-28cc-40ec-9a41-cbb4b3ed7cf9,2026-05-30 09:03:18,user891588@okaxis,shop443813@ybl,ACC100891,RCV316016,958.97,P2M,dev_2nr4glgpjd,139.240.40.1,Indore,Indian Bank,Bank of Baroda,9,5,False,False,SUCCESS,False,
d7bc565d-8cd8-407b-8809-5ff6f9ff2ff9,2026-05-30 09:05:19,user464306@ybl,store73949@okhdfcbank,ACC100464,RCV697466,814.41,P2P,dev_6y5o44iuse,185.95.43.65,Bhopal,HDFC Bank,Canara Bank,9,5,False,False,SUCCESS,False,
6973e3ba-8d0f-48d2-93ee-41343c444079,2026-05-30 09:07:46,user31630@okicici,biz815365@okhdfcbank,ACC100316,RCV916404,1158.13,P2M,dev_4lr9tjq8zg,56.86.87.187,Nagpur,SBI,Yes Bank,9,5,False,False,SUCCESS,False,
1172c22e-6a91-4b29-bee6-c5a0fd2352de,2026-05-30 09:08:35,user44738@okicici,person823432@okicici,ACC100044,RCV250143,180.55,P2M,dev_tirzqakoix,131.17.12.167,Kochi,Bank of Baroda,Punjab National Bank,9,5,False,False,SUCCESS,False,
5a5186c2-7443-4fd6-a58f-335c3db1bba4,2026-05-30 09:13:07,user744519@paytm,shop166837@okaxis,ACC100744,RCV965255,949.41,P2M,dev_bzczjjy4mz,162.171.22.28,Surat,Canara Bank,Union Bank of India,9,5,False,False,SUCCESS,False,
24c37559-f2a1-4e02-a1d5-31389c3197c4,2026-05-30 09:16:01,user946144@okhdfcbank,store387256@okhdfcbank,ACC100946,RCV759130,173.12,P2P,dev_s7i19mo1rt,6.159.136.36,Kolkata,ICICI Bank,Kotak Mahindra Bank,9,5,False,False,SUCCESS,False,
e5e90cc1-901a-45aa-8678-49f283d645a7,2026-05-30 09:17:44,user1079264@ybl,biz219353@okicici,ACC101079,RCV902249,1241.79,P2M,dev_5e033dzqq5,87.86.62.194,Surat,Yes Bank,Yes Bank,9,5,False,False,SUCCESS,False,
d8159526-6668-4fb3-b423-8fed91917fec,2026-05-30 09:23:09,user3854@ybl,biz592654@okaxis,ACC100038,RCV814618,287.4,P2P,dev_x2x18hafey,108.201.135.96,Ahmedabad,Punjab National Bank,IDFC First Bank,9,5,False,False,SUCCESS,False,
b1c0be58-438d-45e4-969a-028483cb37dc,2026-05-30 09:26:11,user464306@ybl,merchant370627@oksbi,ACC100464,RCV376605,756.83,P2P,dev_6y5o44iuse,119.93.223.241,Bhopal,HDFC Bank,Indian Bank,9,5,False,True,SUCCESS,False,
49915835-8fd7-45fb-a63c-5307261d38a5,2026-05-30 09:27:04,user83463@oksbi,biz809315@okaxis,ACC100834,RCV499305,641.86,P2M,dev_i1rd5b2crp,188.32.56.248,Ahmedabad,Axis Bank,SBI,9,5,False,False,SUCCESS,False,
344bf5d2-0db6-44d0-94be-195687776b94,2026-05-30 09:27:39,user127452@okhdfcbank,store579679@ybl,ACC100127,RCV396867,502.33,P2M,dev_fyo1750ceh,125.59.80.231,Bhopal,Punjab National Bank,Indian Bank,9,5,False,False,SUCCESS,False,
0b943f32-08ae-4f8d-9604-eca45cb431b8,2026-05-30 09:34:39,user1229762@okhdfcbank,person54113@paytm,ACC101229,RCV951869,3912.2,P2P,dev_85p3ebq3vy,12.207.135.22,Ahmedabad,Punjab National Bank,IDFC First Bank,9,5,False,True,SUCCESS,False,
c9c4c3ee-f302-4815-8b2b-23fe7d6bd183,2026-05-30 09:36:28,user288738@oksbi,merchant80306@okaxis,ACC100288,RCV654010,1146.73,P2M,dev_yrvxoieves,99.161.245.109,Kochi,HDFC Bank,Canara Bank,9,5,False,False,SUCCESS,False,
eb2bbb11-74a2-493f-b452-6a8fdbdf2617,2026-05-30 09:37:08,user658529@ybl,merchant254109@paytm,ACC100658,RCV191719,742.75,P2P,dev_7m2mm4p61n,207.229.111.54,Chandigarh,Indian Bank,Yes Bank,9,5,False,False,SUCCESS,False,
155bfda6-3e34-4863-b64e-42a48db257ae,2026-05-30 09:37:48,user502933@okicici,merchant530515@oksbi,ACC100502,RCV663918,145.52,P2P,dev_0z1r5fn3eh,217.26.197.18,Hyderabad,Punjab National Bank,Kotak Mahindra Bank,9,5,False,False,SUCCESS,False,
6206e40b-8ce0-4c68-b348-fb41e2e5cc4f,2026-05-30 09:42:32,user1164202@paytm,person178326@oksbi,ACC101164,RCV535220,1177.27,P2P,dev_ugttmppjbe,148.227.239.27,Mumbai,SBI,Indian Bank,9,5,False,False,SUCCESS,False,
396e6ff2-8a15-4c9c-bcf1-0967dae27ba9,2026-05-30 09:44:23,user496324@ybl,merchant789798@paytm,ACC100496,RCV226940,310.49,P2M,dev_jx6ewxqpf0,214.56.77.227,Bengaluru,IDFC First Bank,ICICI Bank,9,5,False,False,SUCCESS,False,
773bd114-2d94-442d-9c33-c76878373ab7,2026-05-30 09:46:13,user200299@okicici,shop18718@okaxis,ACC100200,RCV715098,1477.71,P2P,dev_0in8910t2f,120.98.44.251,Lucknow,Yes Bank,Punjab National Bank,9,5,False,False,SUCCESS,False,
08093bda-1cd5-403e-9c7f-17ddaead19c5,2026-05-30 09:46:58,user562474@okhdfcbank,store232481@okhdfcbank,ACC100562,RCV570395,1302.86,P2M,dev_wyqmogbjze,153.229.186.99,Bengaluru,SBI,Canara Bank,9,5,False,False,SUCCESS,False,
b8099d7f-4d2d-412f-9b53-bc63e7e14515,2026-05-30 09:49:55,user121648@paytm,shop798599@okicici,ACC101216,RCV894775,245.4,P2P,dev_9ypdax6kdd,222.134.96.92,Bhopal,Bank of Baroda,ICICI Bank,9,5,False,False,SUCCESS,False,
09354430-7b66-46b2-9ad8-025985c58b01,2026-05-30 09:52:12,user119148@ybl,person378857@paytm,ACC100119,RCV251538,1210.42,P2M,dev_049enulqji,134.120.139.166,Surat,Punjab National Bank,Union Bank of India,9,5,False,False,SUCCESS,False,
e30632b8-ab6c-48e6-ac88-32793377dd68,2026-05-30 09:55:29,user347575@okaxis,shop62735@okicici,ACC100347,RCV273652,234.9,P2P,dev_b7kr0aymk9,152.115.8.20,Mumbai,Indian Bank,Kotak Mahindra Bank,9,5,False,False,SUCCESS,False,
a34805c9-deb2-478f-b57d-29ab7a22894e,2026-05-30 09:56:53,user744519@paytm,person569100@oksbi,ACC100744,RCV174617,1060.51,P2P,dev_bzczjjy4mz,93.77.97.25,Surat,Canara Bank,Bank of Baroda,9,5,False,False,SUCCESS,False,
